,joined,kind,link,location,market,name,pitch,raised,size,stage,website,years,annual_raised,raised_2mil,raised_12mil,size_numeric
0,2013-10-01,Startup,https://angel.co/company/urx,San Francisco,Mobile Commerce,,"
The Deeplink Search Engine, For Developers (YC S13)
",15100000,11-50,Acquired,urx.com,6.208219178082191,2432259.488084731,1,1,25.0
1,2012-05-01,Startup,https://angel.co/company/ginx,Las Vegas,Mobile Commerce,*Ginx,"
Image based marketing and analytics 
",700000,1-10,Seed,ginxapp.com,7.627397260273972,91774.42528735632,0,0,5.0
2,2011-09-01,Startup,https://angel.co/company/1-page,San Francisco,SaaS,1-Page,"
Next Generation Enterprise Recruitment Process
",163000000,11-50,IPO,1-page.com,8.293150684931506,19654773.703336637,1,1,25.0
3,2012-04-01,Startup,https://angel.co/company/121nexus,Cambridge,Politics,121nexus,"
The information platform for physical things.
",794000,1-10,-,121nexus.com,7.7095890410958905,102988.62828713575,0,0,5.0
4,2013-11-01,Startup,https://angel.co/company/1234enter,São Paulo,Small and Medium Businesses,1234ENTER,"
Automated digital marketing guidance for Small and Medium Businesses
",650267,1-10,,1234enter.com.br,6.123287671232877,106195.7293064877,0,0,5.0
5,2013-03-01,Startup,https://angel.co/company/1newtrack-com,Kyivs'ka oblast,Video Streaming,1NewTrack.com,"
Discover 1 new track per day, personally selected according to your tastes
",70001,1-10,-,1NewTrack.com,6.794520547945205,10302.566532258064,0,0,5.0
6,2012-10-01,Startup,https://angel.co/company/1world-1,Redwood City,Polling,1World Online,"
We combine Native Advertising and Research on Blockchain
",7280000,1-10,Series A,1worldonline.com,7.208219178082191,1009958.1908019765,1,0,5.0
7,2014-08-01,Startup,https://angel.co/company/21,San Francisco,Bitcoin,21,"
Replace your public email with an inbox that pays you at 21.co
",116000000,11-50,Seed,21.co,5.375342465753425,21580020.387359835,1,1,25.0
8,2013-09-01,Startup,https://angel.co/company/24sessions,Amsterdam,Developer APIs,24sessions,"
Human Advice. Delivered Online.
",135000,11-50,Seed,24sessions.com,6.2904109589041095,21461.23693379791,0,0,25.0
9,2016-02-01,Startup,https://angel.co/company/2morrow,Seattle,B2B,2Morrow,"
Clinically Proven Digital Therapeutic (Behavior Change)
",350000,11-50,Seed,2morrowinc.com,3.871232876712329,90410.47416843595,0,0,25.0
10,2012-09-01,Startup,https://angel.co/company/2gether-app,Barcelona,Mobile Commerce,2gether app,"
Comunicate, organize and have fun with your partner
",55000,1-10,Seed,2getherapp.com,7.2904109589041095,7544.156332205937,0,0,5.0
11,2012-12-01,Startup,https://angel.co/company/30-second-showcase,New York City,Apps,30 Second Showcase,"
Visual Introductions for Every Situation.
",25000,1-10,Seed,30secondshowcase.com,7.041095890410959,3550.5836575875487,0,0,5.0
12,2014-10-01,Startup,https://angel.co/company/360alumni-1,Ridgefield,Nonprofits,360Alumni,"
360Alumni Turns Alumni Directories into Revenue-generating Communities.
",600000,1-10,Seed,360alumni.com,5.208219178082191,115202.52498684904,0,0,5.0
13,2014-02-01,Startup,https://angel.co/company/37coins,Sunnyvale,Banking,37coins,"
Bitcoin Wallet  for Everyone
",25000,1-10,Seed,37coins.com,5.8712328767123285,4258.049463369109,0,0,5.0
14,2013-05-01,Startup,https://angel.co/company/3d-hubs,Amsterdam,Manufacturing,3D Hubs,"
World's largest network of manufacturing services. 
",11500000,51-200,Series B,3dhubs.com,6.627397260273972,1735221.1657709798,1,0,125.0
15,2013-05-01,Startup,https://angel.co/company/3gear-systems,San Francisco,Consumer Electronics,3Gear Systems,"
The ""Minority Report"" User Interface at your desk
",2250000,1-10,Acquired,threegear.com,6.627397260273972,339499.7933030178,1,0,5.0
16,2011-06-01,Startup,https://angel.co/company/3scale,San Francisco,Developer APIs,3scale,"
Unlock the power of your APIs.
",5000000,11-50,Acquired,3scale.net,8.545205479452054,585123.4369990382,1,0,25.0
17,2013-12-01,Startup,https://angel.co/company/4n-media-group,Paris,Language Learning,4n Media Group,"
Learn Languages with Media
",450000,-,Seed,4nmedia.com,6.041095890410959,74489.79591836735,0,0,
18,2010-05-01,Startup,https://angel.co/company/500friends,San Francisco,Loyalty Programs,500friends,"
Enabling retailers to increase customer LTV
",12150000,11-50,Acquired,500friends.com,9.63013698630137,1261664.2958748222,1,1,25.0
19,2015-04-01,Startup,https://angel.co/company/5miles-1,Dallas,,5miles,"
Your Mobile Marketplace
",30000000,11-50,,5milesapp.com,4.7095890410958905,6369982.547993019,1,1,25.0
20,2013-05-01,Startup,https://angel.co/company/7-generation-games,Santa Monica,Mobile Games,7 Generation Games,"
We make games that make you smarter. 
",1677362,1-10,,7generationgames.com,6.627397260273972,253095.13435303845,0,0,5.0
21,2013-08-01,Startup,https://angel.co/company/7shifts,Regina,Hospitality,7shifts,"
Restaurant Employee Scheduling + Communication
",11450000,1-10,Series A,7shifts.com,6.375342465753425,1795981.9510098838,1,0,5.0
22,2013-02-01,Startup,https://angel.co/company/800razors-com-1,Boca Raton,E-Commerce,800razors.com,"
The Best Shave at the Best Price. Guaranteed!
",100000,1-10,Series A,800razors.com,6.8712328767123285,14553.429027113238,0,0,5.0
23,2014-02-01,Startup,https://angel.co/company/8fit,Berlin,Fitness,8fit,"
Building healthy habits for life.
",9500000,51-200,Series A,8fit.com,5.8712328767123285,1618058.7960802615,1,0,125.0
24,2013-09-01,Startup,https://angel.co/company/99taxis,Brazil,Location Based Services,99,"
Best app to call taxis in Brazil
",100000000,201-500,,99taxis.com,6.2904109589041095,15897212.543554008,1,1,350.0
25,2012-10-01,Startup,https://angel.co/company/9lenses,Washington DC,SaaS,9Lenses,"
Organizational Intelligence Platform: Collect, Connect, and Quantify Human Insights
",4100000,11-50,Series A,9lenses.com,7.208219178082191,568795.1349296846,1,0,25.0
26,2010-12-01,Startup,https://angel.co/company/9slides,Seattle,B2B,9slides,"
Zendesk for Training
",1500000,1-10,Acquired,9slides.com,9.043835616438356,165858.83065737656,0,0,5.0
27,2013-04-01,Startup,https://angel.co/company/pay,Albuquerque,Mobile Payments,"@Pay - Mobile Payments, simplified.","
Secure 2-click checkout for email and the web. Works with any wallet, merchant, processor.
",3500000,1-10,Seed,atpay.com,6.7095890410958905,521641.4863209473,1,0,5.0
28,2014-03-01,Startup,https://angel.co/company/ab-tasty,Paris,Optimization,AB Tasty,"
A/B testing, personalisation and user engagement
",22431750,51-200,Series B,abtasty.com,5.794520547945205,3871200.3546099295,1,1,125.0
29,2014-08-01,Startup,https://angel.co/company/act-md,Boston,Health Care Information Technology,ACT.md,"
Act together. Make health happen.
",8400000,11-50,Series A,act.md,5.375342465753425,1562691.131498471,1,0,25.0
30,2012-04-01,Startup,https://angel.co/company/adam-eve,Hamburg,User Experience Design,ADAM &amp; EVE,"
﻿ADAM & EVE is an innovative flirt game.
",66000,1-10,Seed,ico-online.com,7.7095890410958905,8560.767590618338,0,0,5.0
31,2012-06-01,Startup,https://angel.co/company/adstruc,New York City,Outdoor Advertising,ADstruc,"
The leading technology services company for the outdoor advertising industry.
",3118000,11-50,,adstruc.com,7.542465753424658,413392.6625499455,1,0,25.0
32,2014-10-01,Startup,https://angel.co/company/aet-hosting-solutions,Arlington,Nonprofits,AET Hosting Solutions,"
Managed hosting solutions for start-ups, small businesses, and non-profits..
",3000000,11-50,Seed,aethosting.com,5.208219178082191,576012.6249342451,1,0,25.0
33,2012-11-01,Startup,https://angel.co/company/agile-customer-insight,London,Retail Technology,AGILE customer insight,"
Big data for small retailers
",640000,-,Seed,agile.ci,7.123287671232877,89846.15384615384,0,0,
34,2014-11-01,Startup,https://angel.co/company/alice-12,New York City,Hospitality,ALICE,"
Hospitality operations platform for all staff communication and guest requests
",39000000,51-200,Series B,aliceplatform.com,5.123287671232877,7612299.4652406415,1,1,125.0
35,2014-09-01,Startup,https://angel.co/company/apimatic,Islamabad Capital Territory,Developer APIs,APIMATIC,"
Developer Experience Kits for APIs
",850000,11-50,Seed,apimatic.io,5.2904109589041095,160668.04764370792,0,0,25.0
36,2013-10-01,Startup,https://angel.co/company/apimetrics-1,Seattle,Test and Measurement,APImetrics,"
API, Cloud Service, SLA monitoring and analysis that gives you answers, not excuses.
",1000000,1-10,Seed,apimetrics.io,6.208219178082191,161076.78729037952,0,0,5.0
37,2012-09-01,Startup,https://angel.co/company/appcitylife,Albuquerque,Mobile Coupons,APPCityLife,"
Connecting People and Cities
",431162,1-10,,appcitylife.com,7.2904109589041095,59140.97331830139,0,0,5.0
38,2012-12-01,Startup,https://angel.co/company/apprl,Stockholm,Native Advertising,APPRL,"
The Commerce Tool for Style Influencers
",470000,1-10,Seed,apprl.com,7.041095890410959,66750.97276264592,0,0,5.0
39,2013-07-01,Startup,https://angel.co/company/aproofed,Cleveland,University Students,APROOFED,"
Document & Resume Editing Marketplace
",20000,1-10,Seed,aproofed.com,6.46027397260274,3095.843935538592,0,0,5.0
40,2013-03-01,Startup,https://angel.co/company/apx-labs,Washington DC,Augmented Reality,APX Labs,"
Software platform for Smart Glasses
",23000000,11-50,Series A,apx-labs.com,6.794520547945205,3385080.6451612907,1,1,25.0
41,2014-09-01,Startup,https://angel.co/company/arquest,Kyivs'ka oblast,Location Based Services,ARQuest,"
Next-generation city adventures
",30000,1-10,Seed,ar-quest.com,5.2904109589041095,5670.63697566028,0,0,5.0
42,2011-04-01,Startup,https://angel.co/company/academia-edu,San Francisco,Digital Publishing,Academia,"
Accelerating the world's research
",33800000,11-50,Series C,academia.edu,8.712328767123287,3879559.7484276732,1,1,25.0
43,2013-06-01,Startup,https://angel.co/company/academixdirect-1,Mountain View,College Recruiting,AcademixDirect,"
",10000000,11-50,Series A,academixdirect.com,6.542465753424658,1528475.7118927974,1,0,25.0
44,2013-03-01,Startup,https://angel.co/company/accel-diagnostics,Berkeley,Medical Devices,Accel Diagnostics,"
Diagnostic tests at your fingertips
",650000,-,Seed,acceldx.com,6.794520547945205,95665.32258064517,0,0,
45,2014-03-01,Startup,https://angel.co/company/accel-diagnostics-2,Berkeley,Diagnostics,Accel Diagnostics,"
Blood Tests Made Easy - Anytime, Anywhere - for Better Patient Care
",1175000,1-10,Seed,acceldx.com,5.794520547945205,202777.77777777778,0,0,5.0
46,2014-07-01,Startup,https://angel.co/company/accela-1,Singapore,Human Resources,Accela,"
Created by Start-up Founders for Start-up Founders
",143500000,,,accela.asia,5.46027397260274,26280732.563973907,1,1,
47,2012-03-01,Startup,https://angel.co/company/acclaimd,Columbus,Social Recruiting,Acclaimd,"
Social Media Marketing Tools for Recruiters
",90000,1-10,Acquired,acclaimd.com,7.794520547945205,11546.57293497364,0,0,5.0
48,2014-04-01,Startup,https://angel.co/company/accompany,Los Altos,Contact Management,Accompany,"
",305000000,11-50,Acquired,accompany.com,5.7095890410958905,53418905.95009597,1,1,25.0
49,2014-02-01,Startup,https://angel.co/company/accomplice,San Francisco,Advertising Platforms,Accomplice,"
Better ad results, automatically.
",7000000,11-50,Series A,accomplice.io,5.8712328767123285,1192253.8497433504,1,0,25.0
50,2013-05-01,Startup,https://angel.co/company/accredible,San Francisco,Universities,Accredible,"
Certificates & Badges for the Information Age
",150000,11-50,-,accredible.com,6.627397260273972,22633.31955353452,0,0,25.0
51,2013-12-01,Startup,https://angel.co/company/ace-roster,New York City,Fantasy Sports,Ace Roster // فريقك,"
Competitive Online Football (Soccer) Gaming Platform
",82353,1-10,Seed,fariqak.com,6.041095890410959,13632.12925170068,0,0,5.0
52,2013-04-01,Startup,https://angel.co/company/achieved,Amsterdam,Human Resources,Achieved,"
Share & discover the best activities for lifelong learning
",100000,1-10,Seed,achieved.co,6.7095890410958905,14904.04246631278,0,0,5.0
53,2013-07-01,Startup,https://angel.co/company/acompli,San Francisco,SaaS,Acompli,"
Acompli allows professionals to take more action with email on mobile.
",207300000,11-50,Acquired,acompli.com,6.46027397260274,32088422.39185751,1,1,25.0
54,2014-01-01,Startup,https://angel.co/company/acorales,Irvine,Fitness,Acorales,"
Fitness and Health
",10000,1-10,Seed,Wandri.com,5.956164383561644,1678.9328426862926,0,0,5.0
55,2012-04-01,Startup,https://angel.co/company/acrinta,Pittsburgh,Corporate Wellness,Acrinta,"
Employee Wellness: Making it easier to live better
",130000,1-10,Seed,acrinta.com,7.7095890410958905,16862.117981520965,0,0,5.0
56,2016-06-01,Startup,https://angel.co/company/actifio,Waltham,Virtualization,Actifio,"
Radically simple copy data storage
",207500000,51-200,,actifio.com,3.5397260273972604,58620356.0371517,1,1,125.0
57,2014-03-01,Startup,https://angel.co/company/action-gunners-technologies,Bengaluru,Crowdsourcing,Action Gunners Technologies,"
Play the Change: Social impact, Brand engagement, Gamification, Real Reward
",67000,1-10,Seed,ipunch.in,5.794520547945205,11562.647754137117,0,0,5.0
58,2015-02-01,Startup,https://angel.co/company/active-global-specialised-caregivers,Singapore,Hong Kong,Active Global Specialised Caregivers,"
Professional, Affordable Home Care in Asia
",900000,51-200,Seed,activeglobalcaregiver.com,4.8712328767123285,184758.1552305962,0,0,125.0
59,2014-10-01,Startup,https://angel.co/company/active-network-1,San Diego,Transaction Processing,Active Network,"
The Leader in Activity and Participant Management Solutions
",213900000,1001-5000,IPO,activenetwork.com,5.208219178082191,41069700.15781168,1,1,3000.0
60,2014-02-01,Startup,https://angel.co/company/activecampaign,Chicago,Small and Medium Businesses,ActiveCampaign,"
Email & marketing automation designed for small businesses.
",20000000,201-500,,activecampaign.com,5.8712328767123285,3406439.570695287,1,1,350.0
61,2013-03-01,Startup,https://angel.co/company/activeprotective-1,Philadelphia,Medical Devices,ActiveProtective,"
Preventing hip fractures in the elderly
",600000,1-10,Seed,activeprotective.com,6.794520547945205,88306.45161290323,0,0,5.0
62,2012-09-01,Startup,https://angel.co/company/actively-learn,Seattle,Universities,Actively Learn,"
E-reading platform for education
",900000,1-10,Acquired,activelylearn.com,7.2904109589041095,123449.83089064261,0,0,5.0
63,2012-04-01,Startup,https://angel.co/company/activityhero,Sunnyvale,Small and Medium Businesses,ActivityHero,"
Marketplace for After School Activities & Camps
",2450000,11-50,Seed,activityhero.com,7.7095890410958905,317786.0696517413,1,0,25.0
64,2011-02-01,Startup,https://angel.co/company/actualmeds,East Hartford,Medication Adherence,ActualMeds,"
Medication Reconciliation at Point of Care
",550000,1-10,,actualmeds.com,8.873972602739727,61979.005866008025,0,0,5.0
65,2013-10-01,Startup,https://angel.co/company/actualog,Menlo Park,B2B,Actualog,"
Aсtualog - Social PIM
",200000,1-10,Seed,actualog.com,6.208219178082191,32215.357458075905,0,0,5.0
66,2013-03-01,Startup,https://angel.co/company/acupera,San Francisco,Health Care Information Technology,Acupera,"
Population Health Platform
",4000000,11-50,Series A,acupera.com,6.794520547945205,588709.6774193549,1,0,25.0
67,2011-07-01,Startup,https://angel.co/company/adlemons,Valencia,Social Media Platforms,AdLemons,"
Influencer & Content Marketing Platform
",31400000,1-10,-,adlemons.com,8.463013698630137,3710262.220783425,1,1,5.0
68,2012-05-01,Startup,https://angel.co/company/adrev,Los Angeles,Digital Media,AdRev,"
YouTube Copyright Administration and Monetization Specialists
",25000000,11-50,Acquired,adrev.net,7.627397260273972,3277658.045977012,1,1,25.0
69,2013-11-01,Startup,https://angel.co/company/adroxx,San Jose,-,AdRoxx,"
Innovative geo-targeted based Outdoor Advertising Company
",500000,1-10,Seed,adroxx.com,6.123287671232877,81655.48098434004,0,0,5.0
70,2012-05-01,Startup,https://angel.co/company/adstage,San Francisco,Advertising Platforms,AdStage,"
Connecting the Paid Marketer to the Data That They Need
",13800000,11-50,Series A,adstage.io,7.627397260273972,1809267.2413793104,1,1,25.0
71,2012-06-01,Startup,https://angel.co/company/addvocate,San Francisco,Social Media Platforms,Addvocate,"
An employee coordination & advocacy platform for the enterprise
",2399000,11-50,Acquired,addvocate.com,7.542465753424658,318065.746458409,1,0,25.0
72,2012-09-01,Startup,https://angel.co/company/adelphic,Waltham,Ad Targeting,Adelphic,"
Adelphic is a leading mobile demand side platform
",12000000,11-50,Series A,adelphic.com,7.2904109589041095,1645997.7452085682,1,0,25.0
73,2013-01-01,Startup,https://angel.co/company/adept-cloud-1,San Mateo,File Sharing,Adept Cloud,"
The On-Premise, Unlimited Dropbox
",1015000,1-10,Acquired,adeptcloud.com,6.956164383561644,145913.7455691217,0,0,5.0
74,2012-10-01,Startup,https://angel.co/company/admedo,London,Mobile Advertising,Admedo,"
Programmatic Advertising Platform (DSP) 
",8000000,11-50,Series A,admedo.com,7.208219178082191,1109844.1657164576,1,0,25.0
75,2013-10-01,Startup,https://angel.co/company/admittedly,New York City,College Recruiting,Admittedly,"
Find your dream school. Get accepted. 
",1855000,1-10,,admittedly.com,6.208219178082191,298797.44042365404,0,0,5.0
76,2013-03-01,Startup,https://angel.co/company/adore-me,New York City,Lingerie,Adore Me,"
",11500000,51-200,Series A,adoreme.com,6.794520547945205,1692540.3225806453,1,0,125.0
77,2015-02-01,Startup,https://angel.co/company/adored,Manchester,Brand,Adored,"
Increase lifetime value with the Adored loyalty experience.
",2300000,11-50,Seed,adored.com,4.8712328767123285,472159.7300337458,1,0,25.0
78,2011-04-01,Startup,https://angel.co/company/adverseevents,Santa Rosa,SaaS,Advera Health Analytics,"
gold standard resource for drug safety knowledge and insight
",2965000,11-50,Series A,adverahealth.com,8.712328767123287,340322.3270440252,1,0,25.0
79,2012-11-01,Startup,https://angel.co/company/aegis-mobility,Vancouver,Location Based Services,Aegis Mobility,"
Offers the industry's broadest portfolio of products to address distracted driving
",12332500,11-50,Series A,aegismobility.com,7.123287671232877,1731293.2692307692,1,1,25.0
80,2012-05-01,Startup,https://angel.co/company/aentropico,Rio de Janeiro,Small and Medium Businesses,Aentropico,"
Data Science for Retail Decision Makers
",65000,1-10,Seed,aentropi.co,7.627397260273972,8521.91091954023,0,0,5.0
81,2014-01-01,Startup,https://angel.co/company/aerofs,Palo Alto,File Sharing,AeroFS by Redbooth,"
Private Cloud Collaboration for the Enterprise
",15700000,11-50,Series B,aerofs.com,5.956164383561644,2635924.563017479,1,1,25.0
82,2012-01-01,Startup,https://angel.co/company/aethon,Pittsburgh,Healthcare,Aethon,"
",21214377,51-200,-,aethon.com,7.958904109589041,2665489.709122203,1,1,125.0
83,2012-06-01,Startup,https://angel.co/company/aevi-1,San Francisco,Families,Aevi,"
Social Media with Meaning
",11076000,1-10,,aevi.is,7.542465753424658,1468485.2887758808,1,0,5.0
84,2016-02-01,Startup,https://angel.co/company/affinityinc,San Francisco,Venture Capital,Affinity,"
Relationship Intelligence
",40000000,51-200,Series B,affinity.co,3.871232876712329,10332625.619249823,1,1,125.0
85,2013-09-01,Startup,https://angel.co/company/affirmed-networks,Acton,Networking,Affirmed Networks,"
Leading the new wireless era
",117000000,51-200,Series A,affirmednetworks.com,6.2904109589041095,18599738.67595819,1,1,125.0
86,2012-08-01,Startup,https://angel.co/company/afterschool,San Francisco,Location Based Services,After School,"
Replacing Facebook for Teens 
",17400000,11-50,Series A,afterschoolapp.com,7.375342465753425,2359212.4814264486,1,1,25.0
87,2012-02-01,Startup,https://angel.co/company/aftership,Hong Kong,Developer APIs,AfterShip,"
Winning customer loyalty with shipping & returns tracking APIs
",1000000,51-200,Series A,aftership.com,7.873972602739726,127000.69589422407,0,0,125.0
88,2011-11-01,Startup,https://angel.co/company/aglocal,San Francisco,Business Services,AgLocal,"
curated boxes of meat from trusted family farms
",2300000,1-10,-,aglocal.com,8.126027397260273,283041.1328388402,1,0,5.0
89,2014-04-01,Startup,https://angel.co/company/agsquared,Washington DC,SaaS,AgSquared,"
Enterprise platform for global agriculture
",1200000,1-10,Seed,agsquared.com,5.7095890410958905,210172.74472168906,0,0,5.0
90,2013-06-01,Startup,https://angel.co/company/agari,San Mateo,Data Security,Agari,"
Agari helps companies implement DMARC & analyzes email data to prevent phishing attacks.
",37000000,11-50,Series C,agari.com,6.542465753424658,5655360.13400335,1,1,25.0
91,2014-01-01,Startup,https://angel.co/company/agent-ace,Santa Monica,Big Data Analytics,Agent Ace,"
Helping consumers find the one real estate agent who's best for their home
",6000000,11-50,Acquired,agentace.com,5.956164383561644,1007359.7056117755,1,0,25.0
92,2012-03-01,Startup,https://angel.co/company/agilemd,San Francisco,Health Care Information Technology,AgileMD,"
EHR-integrated pathways, analytics, and scoring tools.
",2500000,1-10,Seed,agilemd.com,7.794520547945205,320738.1370826011,1,0,5.0
93,2012-08-01,Startup,https://angel.co/company/agorapulse,San Francisco,Social Media,AgoraPulse,"
Social Media Management and CRM platform
",300000,11-50,Seed,agorapulse.com,7.375342465753425,40676.077265973254,0,0,25.0
94,2014-02-01,Startup,https://angel.co/company/agronomic-technology,-,Sustainability,Agronomic Technology,"
Recommendation Engine for Agriculture
",2200000,1-10,Series A,adapt-n.com,5.8712328767123285,374708.3527764816,1,0,5.0
95,2013-02-01,Startup,https://angel.co/company/ahalife,New York City,Retail Technology,Ahalife,"
Curated Luxury Marketplace
",32200000,11-50,IPO,ahalife.com,6.8712328767123285,4686204.146730463,1,1,25.0
96,2012-03-01,Startup,https://angel.co/company/ahonya,Accra,Consumer Electronics,Ahonya,"
The Amazon.com of Ghana
",140000,11-50,Seed,ahonya.com,7.794520547945205,17961.33567662566,0,0,25.0
97,2015-01-01,Startup,https://angel.co/company/airpos,Belfast,Europe,AirPOS,"
Multi-channel POS and Payments for Retailers
",786213,1-10,Seed,airpointofsale.com,4.956164383561644,158633.3582089552,0,0,5.0
98,2012-12-01,Startup,https://angel.co/company/airpersons-1,Madrid,,AirPersons,"
The world´s largest directory of professionals for online video chat services.
",350000,1-10,Seed,airpersons.com,7.041095890410959,49708.171206225685,0,0,5.0
99,2012-08-01,Startup,https://angel.co/company/airservice,Sydney,Mobile Commerce,AirService,"
Vision Accomplished
",2000000,11-50,Seed,airservice.com,7.375342465753425,271173.8484398217,0,0,25.0
100,2015-05-01,Startup,https://angel.co/company/aira,San Diego,Assisitive Technology,Aira,"
Visual Interpreter
",4080000,11-50,Seed,aira.io,4.627397260273972,881705.1509769094,1,0,25.0
101,2014-02-01,Startup,https://angel.co/company/aircall,Paris,Telephony,Aircall,"
Business phone and call center software 
",39750000,201-500,Series B,aircall.io,5.8712328767123285,6770298.646756883,1,1,350.0
102,2014-06-01,Startup,https://angel.co/company/aire,London,Algorithms,Aire,"
Re-inventing credit scoring 
",2000000,11-50,,aire.io,5.542465753424658,360850.2224419179,0,0,25.0
103,2012-08-01,Startup,https://angel.co/company/airtasker-1,Sydney,Location Based Services,Airtasker,"
Find people to help you around the home and office
",33000000,51-200,Series C,airtasker.com,7.375342465753425,4474368.499257058,1,1,125.0
104,2012-04-01,Startup,https://angel.co/company/airware,San Francisco,Unmanned Air Systems,Airware,"
End-to-end commercial drone solutions for the enterprise 
",68980000,51-200,Series C,airware.com,7.7095890410958905,8947299.21819474,1,1,125.0
105,2013-10-01,Startup,https://angel.co/company/akamon-entertainment,Barcelona,Mobile Games,Akamon Entertainment,"
Social casino and traditional games with a local approach
",4600000,51-200,-,akamon.com,6.208219178082191,740953.2215357459,1,0,125.0
106,2014-03-01,Startup,https://angel.co/company/akimbo-1,New York City,Nonprofits,Akimbo,"
Hiring Re-Imagined
",470000,1-10,,akimboconnect.com,5.794520547945205,81111.11111111111,0,0,5.0
107,2016-01-01,Startup,https://angel.co/company/alan-25,Paris,Health and Insurance,Alan,"
Health insurance is only a start
",86300000,51-200,Series B,alan.com,3.956164383561644,21814058.17174515,1,1,125.0
108,2014-04-01,Startup,https://angel.co/company/alation,Redwood City,Developer Tools,Alation,"
Connecting people with the data they need
",9000000,51-200,Series A,alation.com,5.7095890410958905,1576295.5854126678,1,0,125.0
109,2013-12-01,Startup,https://angel.co/company/alert-media,Austin,Emergency Management,AlertMedia,"
Reinventing enterprise mass communications and monitoring
",13010000,51-200,Series B,alertmedia.com,6.041095890410959,2153582.7664399096,1,1,125.0
110,2013-01-01,Startup,https://angel.co/company/algolia,San Francisco,Developer APIs,Algolia,"
Algolia is a search-as-a-service platform delivering digital experiences for companies.
",184000000,51-200,Series C,algolia.com,6.956164383561644,26451358.80267822,1,1,125.0
111,2013-03-01,Startup,https://angel.co/company/algorithmia,Seattle,Algorithms,Algorithmia,"
A marketplace and common API for algorithms, enabling AI in every application.
",12900000,11-50,Series A,algorithmia.com,6.794520547945205,1898588.7096774194,1,1,25.0
112,2013-03-01,Startup,https://angel.co/company/all-campus,Chicago,College Recruiting,All Campus,"
Partnering with universities to expand enrollments in online programs
",8344000,11-50,,allcampus.com,6.794520547945205,1228048.3870967743,1,0,25.0
113,2014-03-01,Startup,https://angel.co/company/allclasses,Boston,,Allclasses,"
Search Engine for Online and Local Classes
",1500000,1-10,Acquired,allclasses.com,5.794520547945205,258865.24822695038,0,0,5.0
114,2013-10-01,Startup,https://angel.co/company/allea-solutions,Ottawa,Location Based Services,Allea Solutions,"
Social Discovery Hyper Local Advertisement Platform
",25000,1-10,Seed,alleasolutions.com,6.208219178082191,4026.919682259488,0,0,5.0
115,2013-06-01,Startup,https://angel.co/company/allovue,Baltimore,Finance Technology,Allovue,"
Connecting every dollar in education to student success
",800000,1-10,Seed,allovue.com,6.542465753424658,122278.05695142379,0,0,5.0
116,2016-02-01,Startup,https://angel.co/company/alloytech,Vancouver,Supply Chain Management,Alloy,"
Digital supply chain platform for teams that make, move, and sell products.
",12000000,11-50,Series A,alloy.ai,3.871232876712329,3099787.6857749466,1,0,25.0
117,2012-08-01,Startup,https://angel.co/company/alminder,Palo Alto,Productivity Software,Alminder,"
Mobile, smart, contextual Calendaring
",1525000,1-10,Seed,mynd.me,7.375342465753425,206770.05943536403,0,0,5.0
118,2013-04-01,Startup,https://angel.co/company/altlegal,Kansas City,Productivity Software,Alt Legal,"
Our software automatically creates, dockets, and analyzes IP filings.
",40000,11-50,,altlegal.com,6.7095890410958905,5961.616986525112,0,0,25.0
119,2016-06-01,Startup,https://angel.co/company/altschool-most-recent,San Francisco,Technology,AltSchool,"
",108000000,51-200,,altschool.com,3.5397260273972604,30510835.913312692,1,1,125.0
120,2016-02-01,Startup,https://angel.co/company/altiscale,Palo Alto,Cloud Data Services,Altiscale,"
",30000000,51-200,Series B,altiscale.com,3.871232876712329,7749469.214437366,1,1,125.0
121,2015-10-01,Startup,https://angel.co/company/alto,San Francisco,Startups,Alto,"
Our mission is to be the world’s most patient-centric pharmacy.
",73000000,201-500,Series C,alto.com,4.208219178082191,17347005.208333336,1,1,350.0
122,2014-05-01,Startup,https://angel.co/company/altspacevr,-,Virtual Worlds,AltspaceVR,"
Social platform for virtual reality
",15500000,11-50,Acquired,altvr.com,5.627397260273972,2754381.694255112,1,1,25.0
123,2012-07-01,Startup,https://angel.co/company/always-prepped,Washington DC,K-12 Education,Always Prepped,"
Using Big Data To Change K-12 Education
",1300000,1-10,Acquired,alwaysprepped.com,7.46027397260274,174256.3349247154,0,0,5.0
124,2014-01-01,Startup,https://angel.co/company/american-bars,Los Angeles,Bars,American Bars,"
American Bars is a B2B (SAAS) Marketing Platform for Bars/Pubs with a B2C App.
",600000,1-10,Seed,americanbars.com,5.956164383561644,100735.97056117756,0,0,5.0
125,2011-06-01,Startup,https://angel.co/company/amicus,San Francisco,Nonprofits,Amicus,"
Digital outreach & fundraising tools for nonprofits (YC S12)
",3780000,11-50,Seed,amicushq.com,8.545205479452054,442353.3183712729,1,0,25.0
126,2013-02-01,Startup,https://angel.co/company/amigo-da-cultura-1,Belo Horizonte,Classifieds,Amigo da Cultura,"
Social network niche
",30000,1-10,Seed,amigodacultura.com.br,6.8712328767123285,4366.028708133971,0,0,5.0
127,2014-04-01,Startup,https://angel.co/company/amino-inc,San Francisco,Small and Medium Businesses,Amino,"
Amino is a healthcare financial wellness benefit for mid-sized and large employers.
",46150000,11-50,Seed,amino.com,5.7095890410958905,8082893.474088292,1,1,25.0
